Tech;Duplex;BW;N_ant;Band;Chamber;Polarization;Transf;Throughput;PcktRetr;Ptx;Prx;Pl;Time;RTTmin;RTTavg;RTTmax;RTTmdev
5G;FDD;10;MIMO;1;rever;3;111;93.2;1626;15;15;0;14011;20.677;26.052;31.797;3.612
5G;FDD;10;MIMO;1;rever;3;111;93.1;1207;15;15;0;14013;18.736;91.939;1.022.906;248.846
5G;FDD;10;MIMO;1;rever;3;110;92.2;2579;15;15;0;14018;18.974;28.437;38.024;5.727
5G;FDD;10;MIMO;1;rever;3;111;92.7;1713;15;15;0;14011;19.077;30.738;37.980;6.224
5G;FDD;10;MIMO;1;rever;3;110;92.5;1543;15;15;0;14013;19.625;30.460;37.956;4.558
5G;FDD;10;MIMO;1;rever;3;111;93.3;1659;15;15;0;14011;19.380;29.414;38.029;6.617
5G;FDD;10;MIMO;1;rever;3;111;93.2;1844;15;15;0;14039;18.782;99.495;1.046.736;253.203
5G;FDD;10;MIMO;1;rever;3;111;93.1;1400;15;15;0;14013;19.081;24.088;31.813;3.922
5G;FDD;10;MIMO;1;rever;3;110;92.4;1678;15;15;0;14016;18.536;27.879;36.964;5.473
5G;FDD;10;MIMO;1;rever;3;110;92.2;1761;15;15;0;14016;19.006;27.402;37.942;5.241
5G;FDD;10;MIMO;1;rever;3;110;92.6;1700;15;15;0;14016;18.452;27.078;36.992;5.411
5G;FDD;10;MIMO;1;rever;3;111;92.7;2033;15;15;0;14013;19.837;27.722;38.026;5.915
5G;FDD;10;MIMO;1;rever;3;111;92.9;1676;15;15;0;14013;19.004;31.434;37.980;5.759
5G;FDD;10;MIMO;1;rever;3;111;93.3;1341;15;15;0;14010;13.986;30.138;38.815;6.772
5G;FDD;10;MIMO;1;rever;3;112;93.6;1297;15;15;0;14012;20.492;26.608;32.796;4.009
5G;FDD;10;MIMO;1;rever;3;110;92.6;1725;15;15;0;14011;21.026;27.094;32.514;2.883
5G;FDD;10;MIMO;1;rever;3;110;92.5;1512;15;15;0;14006;24.978;28.141;32.104;2.289
5G;FDD;10;MIMO;1;rever;3;110;92.5;2007;15;15;0;14010;22.004;27.084;31.990;3.094
5G;FDD;10;SISO;1;anecoica;1;59.0;49.5;655;15;15;0;14013;19.176;32.163;45.941;7.421
5G;FDD;10;SISO;1;anecoica;1;58.7;49.2;1089;15;15;0;14010;18.954;25.113;38.163;4.499
5G;FDD;10;SISO;1;anecoica;1;58.8;49.4;734;15;15;0;14009;19.524;23.454;28.344;2.714
5G;FDD;10;SISO;1;anecoica;1;59.1;49.6;897;15;15;0;14010;19.027;24.394;37.918;4.454
5G;FDD;10;SISO;1;anecoica;1;58.7;49.2;771;15;15;0;14012;19.826;28.199;38.013;6.632
5G;FDD;10;SISO;1;anecoica;1;58.5;49.0;1769;15;14;6;14016;19.454;28.971;38.082;6.343
5G;FDD;10;SISO;1;anecoica;1;59.1;49.6;1038;15;15;0;14016;19.176;28.333;38.021;5.982
5G;FDD;10;SISO;1;anecoica;1;59.0;49.5;719;15;15;0;14014;18.997;28.029;38.069;6.247
5G;FDD;10;SISO;1;anecoica;1;58.9;49.4;909;15;15;0;14011;18.977;26.551;38.012;5.208
5G;FDD;10;SISO;1;anecoica;1;58.4;49.0;973;15;15;0;14009;19.012;23.670;28.732;2.838
5G;FDD;10;SISO;1;anecoica;1;59.0;49.5;1096;15;15;0;14011;18.999;26.585;38.236;6.364
5G;FDD;10;SISO;1;anecoica;1;59.0;49.5;1183;15;15;0;14018;19.060;28.222;37.738;5.606
5G;FDD;10;SISO;1;anecoica;1;58.9;49.4;778;15;15;0;14013;18.960;27.913;37.974;6.605
5G;FDD;10;SISO;1;anecoica;1;58.4;49.0;756;15;15;0;14015;18.998;27.793;38.193;6.478
5G;FDD;10;SISO;1;anecoica;1;58.9;49.4;1043;15;15;0;14018;19.009;28.750;38.064;5.880
5G;FDD;10;SISO;1;anecoica;1;58.5;49.0;1815;15;15;0;14016;19.430;27.781;37.934;5.539
5G;FDD;10;SISO;1;anecoica;1;58.9;49.4;898;15;15;0;14010;18.364;24.272;28.628;3.047
5G;FDD;10;SISO;1;anecoica;1;58.8;49.3;872;15;15;0;14011;18.959;25.534;37.159;5.239
5G;FDD;10;SISO;1;anecoica;1;58.8;49.3;698;15;15;0;14008;19.968;24.346;28.651;2.594
5G;FDD;10;SISO;1;anecoica;1;58.8;49.3;1118;15;15;0;14008;20.023;24.350;28.756;2.575
5G;FDD;10;SISO;1;anecoica;2;59.0;49.5;575;15;15;0;14017;19.097;28.029;37.919;5.961
5G;FDD;10;SISO;1;anecoica;2;58.9;49.4;1092;15;15;0;14011;19.959;26.642;38.191;5.782
5G;FDD;10;SISO;1;anecoica;2;59.0;49.5;1146;15;15;0;14012;18.696;24.619;29.515;2.803
5G;FDD;10;SISO;1;anecoica;2;58.9;49.4;1296;15;15;0;14015;19.618;27.788;37.978;6.388
5G;FDD;10;SISO;1;anecoica;2;58.8;49.3;1056;15;15;0;14016;18.932;28.120;37.025;6.025
5G;FDD;10;SISO;1;anecoica;2;58.9;49.4;896;15;15;0;14016;19.481;28.375;38.063;5.921
5G;FDD;10;SISO;1;anecoica;2;59.0;49.5;749;15;15;0;14014;20.031;28.277;38.244;5.949
5G;FDD;10;SISO;1;anecoica;2;58.8;49.3;1063;15;15;0;14013;18.971;26.908;37.970;6.315
5G;FDD;10;SISO;1;anecoica;2;58.9;49.4;1212;15;15;0;14009;19.006;23.854;28.410;2.861
5G;FDD;10;SISO;1;anecoica;2;58.6;49.1;874;15;15;0;14011;19.005;25.108;38.027;5.544
5G;FDD;10;SISO;1;anecoica;2;58.8;49.3;913;15;15;0;14009;18.903;23.187;28.554;3.237
5G;FDD;10;SISO;1;anecoica;2;58.8;49.3;1262;15;15;0;14009;18.998;23.788;28.138;2.935
5G;FDD;10;SISO;1;anecoica;2;59.0;49.5;1308;15;15;0;14014;18.948;27.855;37.112;6.490
5G;FDD;10;SISO;1;anecoica;2;59.0;49.5;951;15;15;0;14014;19.729;27.264;38.024;5.983
5G;FDD;10;SISO;1;anecoica;2;58.9;49.4;813;15;15;0;14014;18.265;27.510;37.048;6.127
5G;FDD;10;SISO;1;anecoica;2;58.6;49.1;1035;15;15;0;14001;26.992;27.485;28.341;0.493
5G;FDD;10;SISO;1;anecoica;2;59.0;49.5;609;15;15;0;14012;19.795;94.012;1.020.034;247.562
5G;FDD;10;SISO;1;anecoica;2;59.1;49.6;1108;15;15;0;14012;18.473;25.572;36.991;5.278
5G;FDD;10;SISO;1;anecoica;2;58.5;49.1;721;15;15;0;14007;20.990;24.949;28.612;2.479
5G;FDD;10;SISO;1;anecoica;2;58.6;49.1;781;15;15;0;14006;21.977;25.630;28.972;2.139
5G;FDD;10;SISO;1;anecoica;3;58.8;49.3;631;15;15;0;14016;19.580;28.588;37.932;5.534
5G;FDD;10;SISO;1;anecoica;3;58.9;49.4;972;15;15;0;14014;19.327;27.408;38.039;5.778
5G;FDD;10;SISO;1;anecoica;3;58.8;49.3;756;15;15;0;14012;16.198;27.037;38.100;6.936
5G;FDD;10;SISO;1;anecoica;3;58.3;48.9;1210;15;15;0;14009;20.005;24.974;29.276;2.707
5G;FDD;10;SISO;1;anecoica;3;58.9;49.4;1104;15;15;0;14014;18.341;28.323;38.035;6.811
5G;FDD;10;SISO;1;anecoica;3;58.8;49.3;871;15;15;0;14014;18.972;28.279;37.985;6.681
5G;FDD;10;SISO;1;anecoica;3;58.9;49.4;1004;15;15;0;14015;19.036;27.460;37.622;5.717
5G;FDD;10;SISO;1;anecoica;3;59.1;49.6;1204;15;15;0;14011;18.955;24.595;37.031;4.336
5G;FDD;10;SISO;1;anecoica;3;58.8;49.3;927;15;15;0;14010;18.976;23.838;28.550;2.880
5G;FDD;10;SISO;1;anecoica;3;58.9;49.4;932;15;15;0;14014;19.041;30.366;38.208;6.742
5G;FDD;10;SISO;1;anecoica;3;58.6;49.1;1369;15;15;0;14016;18.984;27.640;37.887;6.221
5G;FDD;10;SISO;1;anecoica;3;58.8;49.3;1142;15;15;0;14010;19.111;25.998;37.890;4.445
5G;FDD;10;SISO;1;anecoica;3;58.7;49.3;951;15;15;0;14015;18.923;28.579;37.977;6.421
5G;FDD;10;SISO;1;anecoica;3;58.9;49.4;709;15;15;0;14016;19.135;29.151;38.139;6.247
5G;FDD;10;SISO;1;anecoica;3;59.0;49.5;1098;15;15;0;14011;18.916;23.872;37.758;4.671
5G;FDD;10;SISO;1;anecoica;3;58.5;49.1;1310;15;15;0;14014;18.564;27.399;37.957;6.846
5G;FDD;10;SISO;1;anecoica;3;58.9;49.4;1140;15;15;0;14013;18.816;29.867;38.003;7.119
5G;FDD;10;SISO;1;anecoica;3;58.8;49.3;826;15;15;0;14018;19.668;28.487;37.968;5.473
5G;FDD;10;SISO;1;anecoica;3;58.9;49.4;1084;15;15;0;14011;19.030;25.097;38.021;5.660
5G;FDD;10;SISO;1;anecoica;3;59.1;49.6;528;15;15;0;14014;19.046;27.873;38.050;6.131
5G;FDD;10;SISO;1;rever;1;59.0;49.5;621;15;15;0;14015;19.081;28.242;37.939;6.575
5G;FDD;10;SISO;1;rever;1;58.8;49.4;840;15;15;0;14018;19.019;28.677;38.019;5.751
5G;FDD;10;SISO;1;rever;1;58.9;49.4;889;15;15;0;14009;18.973;23.326;28.170;2.831
5G;FDD;10;SISO;1;rever;1;58.9;49.4;1466;15;15;0;14012;18.989;26.696;38.052;6.822
5G;FDD;10;SISO;1;rever;1;58.6;49.2;621;15;15;0;14014;18.968;26.837;37.991;6.247
5G;FDD;10;SISO;1;rever;1;59.0;49.5;1159;15;15;0;14013;19.512;26.191;38.054;5.937
5G;FDD;10;SISO;1;rever;1;58.9;49.4;810;15;15;0;14014;18.924;27.923;38.163;6.382
5G;FDD;10;SISO;1;rever;1;59.0;49.5;1045;15;15;0;14005;23.027;25.614;28.703;1.757
5G;FDD;10;SISO;1;rever;1;58.6;49.2;1425;15;15;0;14015;18.453;27.046;37.029;6.347
5G;FDD;10;SISO;1;rever;1;59.0;49.5;857;15;15;0;14012;19.065;26.100;38.019;5.204
5G;FDD;10;SISO;1;rever;1;58.7;49.2;1289;15;15;0;14015;19.005;27.360;37.941;6.115
5G;FDD;10;SISO;1;rever;1;58.9;49.4;1193;15;15;0;14008;19.988;24.451;28.708;2.516
5G;FDD;10;SISO;1;rever;1;58.9;49.4;864;15;15;0;14015;18.979;97.650;1.027.233;248.526
5G;FDD;10;SISO;1;rever;1;59.0;49.5;1449;15;15;0;14011;18.988;25.529;37.983;5.445
5G;FDD;10;SISO;1;rever;1;58.6;49.1;1170;15;15;0;14016;18.637;28.139;37.459;6.083
5G;FDD;10;SISO;1;rever;1;58.5;49.1;556;15;15;0;14015;19.285;28.404;38.107;6.419
5G;FDD;10;SISO;1;rever;1;58.8;49.3;1368;15;15;0;14014;18.962;27.533;38.059;6.642
5G;FDD;10;SISO;1;rever;1;59.1;49.5;1093;15;15;0;14013;18.760;28.244;37.993;6.573
5G;FDD;10;SISO;1;rever;1;59.0;49.5;2643;15;15;0;14008;19.954;24.062;28.442;2.429
5G;FDD;10;SISO;1;rever;1;59.0;49.5;722;15;15;0;14014;18.976;28.717;38.057;6.563
5G;FDD;10;SISO;1;rever;2;58.7;49.2;1005;15;15;0;14010;19.011;25.973;38.077;5.340
5G;FDD;10;SISO;1;rever;2;58.9;49.4;1361;15;15;0;14012;18.974;26.941;37.986;6.667
5G;FDD;10;SISO;1;rever;2;58.8;49.3;1076;15;15;0;14016;18.956;28.726;37.716;6.403
5G;FDD;10;SISO;1;rever;2;59.0;49.5;915;15;15;0;14018;19.955;28.942;37.970;5.258
5G;FDD;10;SISO;1;rever;2;58.7;49.2;663;15;15;0;14018;18.469;27.483;36.975;5.805
5G;FDD;10;SISO;1;rever;2;58.8;49.3;1446;15;15;0;14017;18.963;27.398;37.254;6.133
5G;FDD;10;SISO;1;rever;2;59.0;49.5;726;15;15;0;14011;18.809;26.991;37.989;6.633
5G;FDD;10;SISO;1;rever;2;58.9;49.4;963;15;15;0;14016;18.921;27.863;37.007;6.151
5G;FDD;10;SISO;1;rever;2;59.0;49.5;955;15;15;0;14011;18.750;24.825;37.990;5.749
5G;FDD;10;SISO;1;rever;2;58.7;49.2;1004;15;15;0;14010;18.361;25.695;37.973;5.614
5G;FDD;10;SISO;1;rever;2;58.8;49.4;1152;15;15;0;14010;19.714;25.249;37.998;4.327
5G;FDD;10;SISO;1;rever;2;58.9;49.4;1719;15;15;0;14014;18.962;27.599;38.093;6.983
5G;FDD;10;SISO;1;rever;2;58.3;48.9;809;15;15;0;14014;19.888;95.045;1.038.751;252.274
5G;FDD;10;SISO;1;rever;2;58.8;49.3;1214;15;15;0;14013;18.485;26.206;37.020;5.160
5G;FDD;10;SISO;1;rever;2;58.8;49.4;1099;15;15;0;14011;18.532;24.958;36.975;4.194
5G;FDD;10;SISO;1;rever;2;58.9;49.4;1087;15;15;0;14008;19.043;23.517;28.379;2.921
5G;FDD;10;SISO;1;rever;2;58.6;49.2;1010;15;15;0;14010;19.003;25.611;38.066;4.584
5G;FDD;10;SISO;1;rever;2;58.5;49.1;2235;15;15;0;14010;19.010;24.838;38.018;5.169
5G;FDD;10;SISO;1;rever;2;58.9;49.4;856;15;15;0;14013;19.001;27.983;38.023;6.681
5G;FDD;10;SISO;1;rever;2;58.9;49.4;1066;15;15;0;14019;19.083;28.224;37.685;5.708
5G;FDD;10;SISO;1;rever;3;59.0;49.5;1093;15;15;0;14011;20.055;33.994;49.021;8.874
5G;FDD;10;SISO;1;rever;3;58.8;49.3;1203;15;15;0;14013;19.018;28.381;38.022;6.690
5G;FDD;10;SISO;1;rever;3;58.7;49.2;1812;15;15;0;14015;18.405;28.670;37.119;5.768
5G;FDD;10;SISO;1;rever;3;59.1;49.5;1178;15;15;0;14017;18.546;29.179;37.018;5.706
5G;FDD;10;SISO;1;rever;3;59.0;49.5;1360;15;15;0;14011;19.792;31.256;38.116;5.942
5G;FDD;10;SISO;1;rever;3;58.9;49.4;2128;15;15;0;14013;19.816;28.983;38.051;6.886
5G;FDD;10;SISO;1;rever;3;58.9;49.4;1134;15;15;0;14015;19.435;29.935;38.016;6.060
5G;FDD;10;SISO;1;rever;3;58.5;49.1;1548;15;15;0;14013;18.802;27.227;40.982;7.169
5G;FDD;10;SISO;1;rever;3;58.8;49.3;1204;15;15;0;14009;26.947;31.542;36.359;2.567
5G;FDD;10;SISO;1;rever;3;58.9;49.4;1695;15;15;0;14012;18.517;30.103;45.090;6.809
5G;FDD;10;SISO;1;rever;3;58.9;49.4;1384;15;15;0;14013;22.976;29.923;41.990;5.063
5G;FDD;10;SISO;1;rever;3;58.4;48.9;2181;15;15;0;14015;19.180;28.562;40.256;6.489
5G;FDD;10;SISO;1;rever;3;58.9;49.4;1232;15;15;0;14009;24.059;29.356;33.989;2.979
5G;FDD;10;SISO;1;rever;3;58.6;49.2;1278;15;15;0;14012;18.713;31.059;37.548;5.755
5G;FDD;10;SISO;1;rever;3;58.7;49.2;1341;15;15;0;14007;19.086;32.010;45.973;8.095
5G;FDD;10;SISO;1;rever;3;58.8;49.4;1282;15;15;0;14015;19.820;31.215;38.008;5.486
5G;FDD;10;SISO;1;rever;3;58.3;48.9;1569;15;15;0;14013;19.052;27.358;38.028;6.107
5G;FDD;10;SISO;1;rever;3;57.6;48.3;1098;15;15;0;14014;19.986;30.111;39.446;6.285
5G;FDD;10;SISO;1;rever;3;59.0;49.5;1294;15;15;0;14013;18.595;29.808;44.977;7.402
5G;FDD;10;SISO;1;rever;3;59.2;49.6;1382;15;15;0;14014;18.859;26.669;37.677;5.805
5G;FDD;15;MIMO;1;anecoica;1;172;145;1237;15;15;0;14013;19.498;27.410;38.349;6.110
5G;FDD;15;MIMO;1;anecoica;1;172;144;1662;15;15;0;14014;18.310;26.918;36.973;6.531
5G;FDD;15;MIMO;1;anecoica;1;171;144;1600;15;15;0;14013;18.974;94.086;1.026.667;249.322
5G;FDD;15;MIMO;1;anecoica;1;172;144;973;15;15;0;14011;18.922;25.790;37.111;6.275
5G;FDD;15;MIMO;1;anecoica;1;172;144;929;15;15;0;14012;18.795;26.684;37.924;6.787
5G;FDD;15;MIMO;1;anecoica;1;172;145;1525;15;15;0;14014;19.049;28.165;37.944;6.189
5G;FDD;15;MIMO;1;anecoica;1;172;144;1098;15;15;0;14015;19.841;29.260;38.120;6.305
5G;FDD;15;MIMO;1;anecoica;1;172;144;2033;15;15;0;14013;18.313;26.145;37.006;5.699
5G;FDD;15;MIMO;1;anecoica;1;172;144;1639;15;15;0;14014;19.633;27.412;37.984;5.742
5G;FDD;15;MIMO;1;anecoica;1;172;145;2386;15;15;0;14009;18.892;23.885;29.102;3.406
5G;FDD;15;MIMO;1;anecoica;1;172;144;1660;15;15;0;14015;18.934;27.380;37.562;6.004
5G;FDD;15;MIMO;1;anecoica;1;172;144;1271;15;15;0;14043;22.957;97.010;1.062.091;257.948
5G;FDD;15;MIMO;1;anecoica;1;172;144;1315;15;15;0;14018;19.040;28.496;38.168;6.114
5G;FDD;15;MIMO;1;anecoica;1;171;144;1271;15;15;0;14013;18.476;26.825;36.982;6.067
5G;FDD;15;MIMO;1;anecoica;1;172;144;1742;15;15;0;14013;18.999;27.570;37.992;6.817
5G;FDD;15;MIMO;1;anecoica;1;172;144;1651;15;15;0;14015;19.842;28.775;37.993;5.969
5G;FDD;15;MIMO;1;anecoica;1;172;144;1857;15;15;0;14014;18.858;26.166;37.839;6.382
5G;FDD;15;MIMO;1;anecoica;1;172;144;1309;15;15;0;14013;18.513;26.104;37.417;5.844
5G;FDD;15;MIMO;1;anecoica;1;172;144;2034;15;15;0;14014;19.005;28.244;37.955;6.091
5G;FDD;15;MIMO;1;anecoica;1;173;145;2700;15;15;0;14014;18.833;26.527;36.959;5.946
5G;FDD;15;MIMO;1;anecoica;2;172;144;1336;15;15;0;14008;19.942;23.533;27.883;2.272
5G;FDD;15;MIMO;1;anecoica;2;169;142;652;15;15;0;14012;18.583;26.047;36.988;5.172
5G;FDD;15;MIMO;1;anecoica;2;171;144;928;15;15;0;14015;19.042;26.834;37.592;5.104
5G;FDD;15;MIMO;1;anecoica;2;171;143;1198;15;15;0;14012;19.070;27.594;38.107;6.291
5G;FDD;15;MIMO;1;anecoica;2;170;143;1046;15;15;0;13999;27.928;28.909;29.901;0.463
5G;FDD;15;MIMO;1;anecoica;2;169;142;831;15;15;0;14011;18.971;26.036;38.007;6.339
5G;FDD;15;MIMO;1;anecoica;2;169;142;1302;15;15;0;14011;18.749;25.883;37.951;6.332
5G;FDD;15;MIMO;1;anecoica;2;169;142;1166;15;15;0;14015;19.356;28.281;38.194;5.748
5G;FDD;15;MIMO;1;anecoica;2;171;143;724;15;15;0;14015;18.833;26.640;37.222;6.123
5G;FDD;15;MIMO;1;anecoica;2;170;143;1417;15;15;0;14014;19.803;27.720;37.940;6.088
5G;FDD;15;MIMO;1;anecoica;2;169;142;958;15;15;0;14016;19.524;30.378;36.067;5.128
5G;FDD;15;MIMO;1;anecoica;2;172;144;1038;15;15;0;14014;19.630;29.347;38.019;6.581
5G;FDD;15;MIMO;1;anecoica;2;171;144;1319;15;15;0;14015;19.535;26.838;37.877;5.652
5G;FDD;15;MIMO;1;anecoica;2;171;143;984;15;15;0;14010;18.758;24.782;37.674;4.358
5G;FDD;15;MIMO;1;anecoica;2;170;143;1088;15;15;0;14014;18.962;27.244;37.001;5.648
5G;FDD;15;MIMO;1;anecoica;2;170;143;1446;15;15;0;14011;19.929;25.478;37.990;5.361
5G;FDD;15;MIMO;1;anecoica;2;169;142;904;15;15;0;14012;19.037;26.247;37.591;5.750
5G;FDD;15;MIMO;1;anecoica;2;169;142;783;15;15;0;14013;18.976;28.776;38.031;6.760
5G;FDD;15;MIMO;1;anecoica;2;170;143;1182;15;15;0;14002;25.981;27.184;28.961;0.946
5G;FDD;15;MIMO;1;anecoica;2;169;142;1084;15;15;0;14011;18.961;24.436;37.033;4.251
5G;FDD;15;MIMO;1;anecoica;3;171;143;1105;15;15;0;14010;19.180;69.979;697.883;167.867
5G;FDD;15;MIMO;1;anecoica;3;170;142;586;15;15;0;14012;18.948;26.039;37.889;7.228
5G;FDD;15;MIMO;1;anecoica;3;172;144;893;15;15;0;14014;18.997;29.276;38.021;7.022
5G;FDD;15;MIMO;1;anecoica;3;170;143;1307;15;15;0;14018;18.996;28.501;37.926;5.852
5G;FDD;15;MIMO;1;anecoica;3;170;143;1248;15;15;0;14012;18.984;92.295;1.021.045;248.291
5G;FDD;15;MIMO;1;anecoica;3;169;141;952;15;15;0;14035;20.225;97.200;1.059.086;257.135
5G;FDD;15;MIMO;1;anecoica;3;171;144;1172;15;15;0;14016;18.801;28.311;37.699;6.143
5G;FDD;15;MIMO;1;anecoica;3;170;143;977;15;15;0;14017;19.885;29.763;38.013;5.747
5G;FDD;15;MIMO;1;anecoica;3;170;142;1126;15;15;0;14017;12.916;27.581;37.990;7.203
5G;FDD;15;MIMO;1;anecoica;3;172;144;1413;15;15;0;14015;18.544;27.221;37.884;6.097
5G;FDD;15;MIMO;1;anecoica;3;171;144;1129;15;15;0;14011;18.678;25.285;37.920;5.514
5G;FDD;15;MIMO;1;anecoica;3;170;143;706;15;15;0;14013;19.550;28.660;38.104;6.768
5G;FDD;15;MIMO;1;anecoica;3;169;142;1224;15;15;0;14011;18.678;25.506;37.447;5.335
5G;FDD;15;MIMO;1;anecoica;3;169;142;1196;15;15;0;14014;18.961;26.268;36.999;6.193
5G;FDD;15;MIMO;1;anecoica;3;169;142;1122;15;15;0;14040;19.359;98.262;1.046.655;253.507
5G;FDD;15;MIMO;1;anecoica;3;171;143;893;15;15;0;14011;18.946;24.379;37.010;4.312
5G;FDD;15;MIMO;1;anecoica;3;169;142;1002;15;15;0;14012;19.274;27.598;38.018;7.013
5G;FDD;15;MIMO;1;anecoica;3;168;141;763;15;15;0;14046;19.094;95.896;1.051.333;255.422
5G;FDD;15;MIMO;1;anecoica;3;171;144;917;15;15;0;14018;19.097;28.671;37.856;6.045
5G;FDD;15;MIMO;1;anecoica;3;171;144;842;15;15;0;14016;18.924;26.844;37.012;5.965
5G;FDD;15;MIMO;1;rever;1;171;143;1213;15;15;0;14012;19.067;27.649;38.202;7.013
5G;FDD;15;MIMO;1;rever;1;169;142;1040;15;15;0;14012;16.127;27.404;38.042;7.213
5G;FDD;15;MIMO;1;rever;1;168;141;1381;15;15;0;14009;18.925;23.714;28.167;2.481
5G;FDD;15;MIMO;1;rever;1;171;143;1914;15;15;0;14007;20.009;24.411;27.664;2.428
5G;FDD;15;MIMO;1;rever;1;171;143;1333;15;15;0;14007;21.252;24.195;27.984;1.954
5G;FDD;15;MIMO;1;rever;1;171;143;1549;15;15;0;14012;18.445;25.394;37.976;6.343
5G;FDD;15;MIMO;1;rever;1;169;142;1063;15;15;0;14015;18.769;29.712;45.126;7.712
5G;FDD;15;MIMO;1;rever;1;169;142;1276;15;15;0;14015;18.656;26.690;36.959;6.079
5G;FDD;15;MIMO;1;rever;1;169;142;1186;15;15;0;14008;20.487;24.510;28.124;2.298
5G;FDD;15;MIMO;1;rever;1;171;143;1538;15;15;0;14011;19.026;24.927;37.965;5.575
5G;FDD;15;MIMO;1;rever;1;171;143;1542;15;15;0;14011;19.005;26.390;38.038;6.146
5G;FDD;15;MIMO;1;rever;1;171;143;1395;15;15;0;14013;18.945;29.026;37.011;6.875
5G;FDD;15;MIMO;1;rever;1;170;143;1339;15;15;0;14016;19.576;28.720;37.989;6.574
5G;FDD;15;MIMO;1;rever;1;170;142;1373;15;15;0;14015;18.270;27.163;37.083;6.349
5G;FDD;15;MIMO;1;rever;1;170;142;1471;15;15;0;14009;19.037;23.374;28.117;2.557
5G;FDD;15;MIMO;1;rever;1;169;142;1074;15;15;0;14012;18.920;26.557;37.041;6.365
5G;FDD;15;MIMO;1;rever;1;168;141;1391;15;15;0;14015;18.786;27.616;36.978;5.975
5G;FDD;15;MIMO;1;rever;1;171;143;1280;15;15;0;14016;18.423;27.463;37.942;6.635
5G;FDD;15;MIMO;1;rever;1;171;143;1407;15;15;0;14015;18.864;27.827;37.333;5.959
5G;FDD;15;MIMO;1;rever;1;171;143;1226;15;15;0;14016;19.046;28.875;38.087;6.642
5G;FDD;15;MIMO;1;rever;2;171;144;1323;15;15;0;14017;19.146;28.098;37.683;5.762
5G;FDD;15;MIMO;1;rever;2;171;143;1072;15;15;0;14011;19.871;26.752;38.030;5.829
5G;FDD;15;MIMO;1;rever;2;172;144;1112;15;15;0;14011;18.472;26.655;38.058;6.838
5G;FDD;15;MIMO;1;rever;2;171;143;1252;15;15;0;14011;18.521;23.942;36.997;4.553
5G;FDD;15;MIMO;1;rever;2;172;144;1141;15;15;0;14012;18.537;24.787;36.933;5.345
5G;FDD;15;MIMO;1;rever;2;170;143;1162;15;15;0;14039;28.022;101.428;1.068.009;258.345
5G;FDD;15;MIMO;1;rever;2;171;144;863;15;15;0;14007;20.865;24.535;28.543;2.694
5G;FDD;15;MIMO;1;rever;2;170;143;1298;15;15;0;14010;19.974;25.868;38.108;5.281
5G;FDD;15;MIMO;1;rever;2;171;144;1096;15;15;0;14011;19.021;25.662;38.016;5.273
5G;FDD;15;MIMO;1;rever;2;169;142;833;15;15;0;14016;19.939;29.240;38.038;5.708
5G;FDD;15;MIMO;1;rever;2;170;143;731;15;15;0;14017;18.651;27.579;36.924;5.568
5G;FDD;15;MIMO;1;rever;2;169;142;998;15;15;0;14011;18.978;29.290;37.994;7.147
5G;FDD;15;MIMO;1;rever;2;170;143;763;15;15;0;14014;18.569;27.236;37.474;6.695
5G;FDD;15;MIMO;1;rever;2;169;142;1178;15;15;0;14012;18.990;27.878;37.988;6.596
5G;FDD;15;MIMO;1;rever;2;170;143;1281;15;15;0;14014;18.998;28.406;37.973;6.366
5G;FDD;15;MIMO;1;rever;2;170;143;799;15;15;0;14017;18.507;27.718;37.013;6.043
5G;FDD;15;MIMO;1;rever;2;172;144;1261;15;15;0;14016;18.993;27.837;37.625;6.184
5G;FDD;15;MIMO;1;rever;2;170;143;1033;15;15;0;14013;18.658;25.527;36.874;5.731
5G;FDD;15;MIMO;1;rever;2;172;144;1341;15;15;0;14015;18.978;27.703;37.902;6.301
5G;FDD;15;MIMO;1;rever;2;171;144;795;15;15;0;14014;19.015;28.152;38.061;6.235
5G;FDD;15;MIMO;1;rever;3;170;143;1872;15;15;0;14012;19.025;27.211;37.974;6.115
5G;FDD;15;MIMO;1;rever;3;168;141;1557;15;15;0;14009;18.927;31.012;37.302;6.121
5G;FDD;15;MIMO;1;rever;3;168;141;1986;15;15;0;14014;18.899;29.522;36.939;5.021
5G;FDD;15;MIMO;1;rever;3;170;143;1901;15;15;0;14014;18.834;30.676;45.292;8.479
5G;FDD;15;MIMO;1;rever;3;169;142;1765;15;15;0;14009;18.847;30.432;38.124;6.824
5G;FDD;15;MIMO;1;rever;3;170;142;2169;15;15;0;14011;18.772;24.215;37.023;4.457
5G;FDD;15;MIMO;1;rever;3;170;143;1382;15;15;0;14009;18.988;23.727;28.238;2.985
5G;FDD;15;MIMO;1;rever;3;170;142;1798;15;15;0;14013;18.979;28.618;38.064;6.841
5G;FDD;15;MIMO;1;rever;3;168;141;1603;15;15;0;14016;18.907;28.320;37.773;6.290
5G;FDD;15;MIMO;1;rever;3;169;142;2231;15;15;0;14015;19.187;27.951;38.066;6.362
5G;FDD;15;MIMO;1;rever;3;169;141;1332;15;15;0;13999;26.937;27.721;28.942;0.648
5G;FDD;15;MIMO;1;rever;3;168;141;1387;15;15;0;14011;18.451;24.047;36.869;4.402
5G;FDD;15;MIMO;1;rever;3;168;141;1923;15;15;0;14013;19.790;29.883;38.011;6.545
